20:15:51.288 INFO  manager.ApplicationManager - All tests rus in Chrome Browser
20:15:59.958 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:15:59.958 INFO  tests.TestBase - Before method finish logout
20:15:59.960 INFO  tests.TestBase - Start test with name `loginSuccess`
20:15:59.961 INFO  tests.TestBase - Test data ---> email: mara@gmail.com& password: Mmar123456$
20:15:59.961 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:15:59.978 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:15:59.979 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:00.020 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:00.021 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:00.023 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:00.043 INFO  manager.ListenerWD - element found success: By.name: email
20:16:00.043 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:00.087 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:00.219 INFO  manager.HelperBase - type in input with locator By.name("email") 
20:16:00.219 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:00.241 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:00.241 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:00.290 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:00.419 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:00.431 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:00.431 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:00.462 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:00.462 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:00.801 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:00.801 INFO  tests.TestBase - Assert check is Element button 'Sign Out' present
20:16:00.802 INFO  tests.TestBase - ==========================================
20:16:00.802 INFO  tests.TestBase - Name of method ---> loginSuccess
20:16:00.802 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:00.823 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:00.824 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:00.838 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:00.838 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:00.877 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:00.878 INFO  tests.TestBase - Before method finish logout
20:16:00.879 INFO  tests.TestBase - Start test with name `loginSuccess`
20:16:00.879 INFO  tests.TestBase - Test data ---> email: sonya@gmail.com& password: Ss12345$
20:16:00.880 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:00.901 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:00.901 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:00.935 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:00.935 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:00.935 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:00.945 INFO  manager.ListenerWD - element found success: By.name: email
20:16:00.946 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:00.990 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:01.122 INFO  manager.HelperBase - type in input with locator By.name("email") 
20:16:01.122 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:01.146 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:01.146 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:01.217 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:01.445 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:01.465 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:01.465 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:01.545 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:01.547 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:01.909 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:01.909 INFO  tests.TestBase - Assert check is Element button 'Sign Out' present
20:16:01.909 INFO  tests.TestBase - ==========================================
20:16:01.911 INFO  tests.TestBase - Name of method ---> loginSuccessModel
20:16:01.911 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:01.974 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:01.974 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:02.027 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:02.027 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:02.148 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:02.149 INFO  tests.TestBase - Before method finish logout
20:16:02.168 INFO  tests.TestBase - Test data ---> User{email='mara@gmail.com', password='Mmar123456$'}
20:16:02.169 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:02.209 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:02.210 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:02.309 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:02.309 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:02.310 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:02.364 INFO  manager.ListenerWD - element found success: By.name: email
20:16:02.366 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:02.459 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:02.786 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:02.819 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:02.820 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:02.889 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:03.024 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:03.043 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:03.044 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:03.079 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:03.080 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:03.413 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:03.413 INFO  tests.TestBase - Assert check is Element button 'Sign Out' present
20:16:03.414 INFO  tests.TestBase - ==========================================
20:16:03.414 INFO  tests.TestBase - Name of method ---> loginSuccessModel
20:16:03.415 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:03.426 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:03.427 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:03.444 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:03.445 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:03.489 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:03.490 INFO  tests.TestBase - Before method finish logout
20:16:03.491 INFO  tests.TestBase - Test data ---> User{email='sonya@gmail.com', password='Ss12345$'}
20:16:03.493 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:03.524 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:03.524 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:03.558 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:03.558 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:03.558 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:03.583 INFO  manager.ListenerWD - element found success: By.name: email
20:16:03.584 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:03.639 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:03.777 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:03.798 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:03.798 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:03.862 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:03.998 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:04.013 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:04.013 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:04.048 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:04.048 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:04.381 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:04.381 INFO  tests.TestBase - Assert check is Element button 'Sign Out' present
20:16:04.382 INFO  tests.TestBase - ==========================================
20:16:04.384 INFO  tests.TestBase - Name of method ---> loginSuccessModelDP
20:16:04.384 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:04.398 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:04.399 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:04.413 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:04.413 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:04.457 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:04.458 INFO  tests.TestBase - Before method finish logout
20:16:04.458 INFO  tests.TestBase - Test data ---> User{email='mara@gmail.com', password='Mmar123456$'}
20:16:04.458 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:04.477 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:04.477 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:04.513 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:04.513 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:04.513 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:04.541 INFO  manager.ListenerWD - element found success: By.name: email
20:16:04.542 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:04.607 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:04.759 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:04.775 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:04.776 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:04.849 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:05.005 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:05.023 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:05.024 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:05.066 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:05.066 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:05.387 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:05.387 INFO  tests.TestBase - Assert check is Element button 'Sign Out' present
20:16:05.388 INFO  tests.TestBase - ==========================================
20:16:05.388 INFO  tests.TestBase - Name of method ---> loginSuccessModelDP
20:16:05.388 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:05.403 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:05.404 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:05.417 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:05.418 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:05.455 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:05.455 INFO  tests.TestBase - Before method finish logout
20:16:05.456 INFO  tests.TestBase - Test data ---> User{email='sonya@gmail.com', password='Ss12345$'}
20:16:05.456 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:05.481 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:05.482 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:05.515 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:05.515 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:05.515 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:05.528 INFO  manager.ListenerWD - element found success: By.name: email
20:16:05.528 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:05.571 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:05.710 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:05.729 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:05.729 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:05.775 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:05.921 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:05.946 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:05.946 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:05.983 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:05.984 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:06.384 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:06.384 INFO  tests.TestBase - Assert check is Element button 'Sign Out' present
20:16:06.384 INFO  tests.TestBase - ==========================================
20:16:06.385 INFO  tests.TestBase - Name of method ---> loginSuccessModelDP
20:16:06.385 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:06.399 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:06.400 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:06.414 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:06.415 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:06.460 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:06.461 INFO  tests.TestBase - Before method finish logout
20:16:06.462 INFO  tests.TestBase - Test data ---> User{email='mara@gmail.com', password='Mmar123456$'}
20:16:06.463 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:06.480 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:06.480 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:06.521 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
20:16:06.521 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
20:16:06.521 INFO  manager.ListenerWD - Before find element: By.name: email
20:16:06.541 INFO  manager.ListenerWD - element found success: By.name: email
20:16:06.541 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:06.587 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> name: email]
20:16:06.741 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
20:16:06.757 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
20:16:06.757 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:06.814 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //input[last()]]
20:16:06.972 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
20:16:06.990 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
20:16:06.990 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:07.027 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Login']]
20:16:07.027 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:07.363 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:07.363 INFO  tests.TestBase - Assert check is Element button 'Sign Out' present
20:16:07.363 INFO  tests.TestBase - ==========================================
20:16:07.364 INFO  tests.TestBase - Name of method ---> loginUnregisteredUser
20:16:07.365 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:07.378 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:07.379 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
20:16:07.393 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
20:16:07.393 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:07.436 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> xpath: //button[text()='Sign Out']]
20:16:07.436 INFO  tests.TestBase - Before method finish logout
20:16:07.438 INFO  tests.TestBase - Test data ---> email: 'luck@gmail.com' & password: 'Luck123456$' 
20:16:07.439 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
20:16:07.457 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
20:16:07.458 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (7fb1098ca4f6977850b96e54953e905a)] -> css selector: a[href='/login']]
